kategorien;blog-titel;web-scraper-order;web-scraper-start-url;kategorien-href;weiter-button;weiter-button-href
Lehrstuhlnachrichten;Neues Heft zum Thema “Innovate Innovation Management”;1616361262-2263;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;5;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/5/
Lehrstuhlnachrichten;Ein Rückblick auf den Forum Day 2020: Smart IoT & Mobile Business;1616361258-2245;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;;
Lehrstuhlnachrichten;Neues Projekt mit Smartfeld: filMINT für Kinder und Jugendliche;1616361258-2236;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;;
Lehrstuhlnachrichten;Must Follow: Entwicklungen, Trends sowie Praxisbeispiele rund um das Thema «Programmieren für Kinder und Jugendliche»;1616361262-2261;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;5;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/5/
Lehrstuhlnachrichten;Jetzt Einreichen oder Workshop-Partner werden;1616361258-2240;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;;
Lehrstuhlnachrichten;Save the Date! Am 14. Mai 2020 findet der nächste Smart IoT & Mobile Business Forum Day statt.;1616361266-2288;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;3;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/3/
Lehrstuhlnachrichten;Call for Papers: WuM Heft 5 Themenschwerpunkt “IT und Sport”;1616361268-2296;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;2;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/2/
Lehrstuhlnachrichten;Forum Day und Jurytag sind auf unbestimmte Zeit verschoben;1616361268-2304;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;2;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/2/
Lehrstuhlnachrichten;45 Vorschläge, wie ein Garagenbetrieb effizienter wird – Studierende analysieren die «Autowerkstatt der Zukunft»;1616361266-2290;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;3;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/3/
Lehrstuhlnachrichten;Fraunhofer IAO Virtual World Tour – Registrierung jetzt möglich;1616361264-2278;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;4;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/4/
Lehrstuhlnachrichten;Eröffnung Smartfeld;1616361262-2258;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;5;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/5/
Lehrstuhlnachrichten;Darf ich vorstellen: Neues Gesicht am Lehrstuhl;1616361262-2264;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;5;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/5/
Lehrstuhlnachrichten;Research Salon Online via ZOOM;1616361268-2302;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;2;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/2/
Lehrstuhlnachrichten;Forum Day: Rückblick auf den «Smart IoT & Mobile Business Award»;1616361264-2270;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;4;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/4/
Lehrstuhlnachrichten;Insights aus unseren studentischen Projekten;1616361266-2293;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;3;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/3/
Lehrstuhlnachrichten;Fortschrittsverfolgung der Digitalen Transformation im Unternehmen – ausgehend von Digitale Reife Assessments;1616361268-2297;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;2;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/2/
Lehrstuhlnachrichten;Enterprise Artificial Intelligence Studie – Interviewpartner gesucht!;1616361264-2281;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;4;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/4/
Lehrstuhlnachrichten;High-Resolution Prototyp für das Gesundheitswesen;1616361268-2294;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;2;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/2/
Lehrstuhlnachrichten;Produktmanager bei Google – Masterstudierende besuchen Z(G)oogler in Zürich;1616361266-2287;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/;3;https://aback-blog.iwi.unisg.ch/category/lehrstuhlnachrichten/page/3/
Leseempfehlung;Die Kunst des “Unlearnings”: Der Moment, in dem es “klick” macht;1616361256-2224;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;Motivation für die Online-Lehre: das preisgekrönte Video von Maryam Tsegaye;1616361251-2209;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;Konfrontiert mit einer Flut von Kooperationsanfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung;1616361251-2213;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;Studie – Digital Transformation Index 2020 von Dell Technologies;1616361251-2212;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;Data-Literacy-Kompetenzen vermitteln;1616361256-2229;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;Welche Trends werden in drei Jahren das digitale Lernen und die Weiterbildung bestimmen?;1616361251-2216;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;Zukunftsforscher Janszky über unser Leben und Arbeiten im Jahr 2030;1616361251-2215;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;MMB Learning Delphi: Erklärfilme als Umsatzbringer der Stunde;1616361256-2233;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;Storytelling im eLearning Kontext – Tipps für die Praxis;1616361251-2214;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;Silicon Valley Satire – Mehr als eine Kurzgeschichte;1616361256-2225;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;Triple Overload: Immer hochgradig beschäftigt;1616361256-2227;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;Zurück ins Büro? Mit diesen Veränderungen könnte es gehen (trotz Corona);1616361251-2210;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;Tipps und Tricks für erfolgreiches Präsentieren in Videokonferenzen;1616361251-2211;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;Buch „Lean Startup“: Zuhören und Dienen als Geschäftsprinzip;1616361256-2234;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;Drei Fragen für die Persönlichkeitsentwicklung in «Das Café am Rande der Welt» (Buchreview);1616361251-2220;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;Leseempfehlung: Studie über den Einsatz interner sozialer Netzwerke in Unternehmen;1616361251-2219;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;Buch Homo Deus – in was für einer Zukunft wollen wir leben?;1616361256-2235;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;Studie: Informationskompetenz bei Studierenden der Wirtschaftswissenschaften;1616361256-2232;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;JIM-Studie 2017 zum Medienumgang von Jugendlichen;1616361254-2221;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;3;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/3/
Leseempfehlung;Meet-up-Spirit für effektive Meetings;1616361256-2226;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;Mehr (digitale) Privatsphäre durch besondere Kleidung?;1616361251-2218;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;Monitor Digitale Bildung: Die Weiterbildung im digitalen Zeitalter;1616361256-2231;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;Das Design Thinking Playbook;1616361256-2230;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;Big Data in der Lehre (be)greifbar machen;1616361251-2217;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;;
Leseempfehlung;Wenn Website-Redesign ansteht, dann geht SEO jeden an;1616361254-2223;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;3;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/3/
Leseempfehlung;Digital Natives – eine Legende;1616361256-2228;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;2;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/2/
Leseempfehlung;Artificial Intelligence – Studierende wollen Anwendungen hands-on verstehen;1616361254-2222;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/;3;https://aback-blog.iwi.unisg.ch/category/leseempfehlung/page/3/
Linktipps;Zurück ins Büro? Mit diesen Veränderungen könnte es gehen (trotz Corona);1616361245-2179;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;ZPE 2020: Digitaler Thementag „Learning & Training“ am 14. Oktober;1616361249-2197;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;4 Tipps für die Einbindung von Videos in die Lehre – eine Studie mit Ergebnissen von vor Covid19;1616361245-2187;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;High-Resolution Prototyp für das Gesundheitswesen;1616361249-2201;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;Berufliche Bildung im digitalen Zeitalter: Das Expertenportal “Learning Insights” startet durch;1616361247-2192;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;3;https://aback-blog.iwi.unisg.ch/category/linktipps/page/3/
Linktipps;Sound of Colleagues – Geräusche aus dem Büro;1616361249-2204;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;Das Büro der Zukunft: eine Visualisierung;1616361247-2190;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;3;https://aback-blog.iwi.unisg.ch/category/linktipps/page/3/
Linktipps;Methoden zur effektiveren Gestaltung von E-Postern;1616361245-2178;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;Global Learning Landscape 2021;1616361245-2177;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;Management Weiterbildung – Megatrends sprechen für Aufwind;1616361245-2183;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;Storytelling im eLearning Kontext – Tipps für die Praxis;1616361249-2198;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;Kostenloses E-Learning zu Präventionsmassnahmen des Coronavirus;1616361249-2207;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;Teil 5/5 [Lernkultur]: Raum für neue Lernkultur an der Uni St.Gallen – Warum “positive Fehlerkultur” ein unglücklicher Begriff ist;1616361249-2202;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;Learning Analytics – Das Lernen der Zukunft basiert auf Smart Data;1616361245-2182;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;Cellulo: mit einem Roboter Schreiben lernen;1616361249-2208;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;Big Data in der Lehre (be)greifbar machen;1616361247-2188;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;3;https://aback-blog.iwi.unisg.ch/category/linktipps/page/3/
Linktipps;Welche Trends werden in drei Jahren das digitale Lernen und die Weiterbildung bestimmen?;1616361249-2206;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;Schulkinder vertrauen Alexa nicht;1616361247-2191;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;3;https://aback-blog.iwi.unisg.ch/category/linktipps/page/3/
Linktipps;E-LEARNING SO GEFRAGT WIE NOCH NIE;1616361245-2186;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;Kleines E-Learning Glossar;1616361245-2185;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;Jami – sicher chatten durch Blockchain;1616361247-2193;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;3;https://aback-blog.iwi.unisg.ch/category/linktipps/page/3/
Linktipps;Motivation für die Online-Lehre: das preisgekrönte Video von Maryam Tsegaye;1616361245-2176;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;Unsere Linktipps im Februar;1616361247-2196;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;3;https://aback-blog.iwi.unisg.ch/category/linktipps/page/3/
Linktipps;Studie – Digital Transformation Index 2020 von Dell Technologies;1616361245-2180;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;360-Grad Bilder und VR-Brillen erklärt von der Maus;1616361245-2181;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;Wie fühlt es sich an von Robotern bekocht zu werden?;1616361247-2195;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;3;https://aback-blog.iwi.unisg.ch/category/linktipps/page/3/
Linktipps;Swissteach AG gemeinsam mit CULTURE CONTACT auf dem Vormarsch in Sachen «Kulturelle Kompetenz»;1616361249-2203;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;Digital Storytelling – möglicher Einsatz im Bildungskontext;1616361245-2184;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;;
Linktipps;Die Sprache der Videokonferenzen: die wichtigsten Handzeichen;1616361249-2199;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;Frank Thelen und die Digitalisierung der Schule: einfach mal machen!;1616361247-2194;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;3;https://aback-blog.iwi.unisg.ch/category/linktipps/page/3/
Linktipps;Trendradar von fortiss zu aktuellen Softwarethemen;1616361249-2200;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;Zukunftsforscher Janszky über unser Leben und Arbeiten im Jahr 2030;1616361249-2205;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;2;https://aback-blog.iwi.unisg.ch/category/linktipps/page/2/
Linktipps;Mehr (digitale) Privatsphäre durch besondere Kleidung?;1616361247-2189;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/linktipps/;3;https://aback-blog.iwi.unisg.ch/category/linktipps/page/3/
Management Tools;Unsere Empfehlung: Online Brainstorming Tool „Miro“;1616361243-2173;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/management-tools/;;
Management Tools;«Microsoft Teams»: eine Vereinigung von bisher separaten Teamarbeitstools;1616361243-2175;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/management-tools/;;
Management Tools;Clockify – ein Zeiterfassungssystem für projektübergreifende Teams;1616361243-2174;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/management-tools/;;
Management Tools;Global Learning Landscape 2021;1616361243-2172;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/management-tools/;;
Mobile Business;Mobile Apps im Gesundheitsbereich;1616361237-2147;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;4;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/4/
Mobile Business;Smart IoT & Mobile Business Awards 2019: Zeit zum Einreichen bis 15. April;1616361241-2167;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
Mobile Business;Jetzt Einreichen oder Workshop-Partner werden;1616361235-2128;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;Fokusthema Chatbots – Beispiel Versicherungsbranche: Dein neuer kleiner Helfer oder Automatisierung für Services?;1616361237-2145;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;4;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/4/
Mobile Business;“Business-Thinking”-Fokus im Master-Kurs;1616361235-2126;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;App-Programmierung einfach gemacht;1616361237-2139;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;4;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/4/
Mobile Business;Librestream gewinnt den Mobile Business Best Practice Award;1616361239-2157;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Mobile Business;Noch einen Monat: Reichen Sie bis zum 12.3 Ihre Smart IoT oder Mobile Business Solution ein und nehmen Sie am Forum Day 2021 teil;1616361235-2127;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;Unsere Agile Innovation Studie ist da!;1616361239-2156;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Mobile Business;Forum Day 2020 Updates;1616361235-2132;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;Das Bitcoin Handy: Wie ein Israerlisches Unternehmen den Einsatz von Bitcoins vereinfachen will;1616361239-2151;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Mobile Business;Erfahrungsbericht Social Media an der #wi2017 an der Universität St. Gallen (HSG);1616361237-2146;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;4;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/4/
Mobile Business;Spielerisch Lernen mit Quizzen von Kahoot!;1616361241-2169;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
Mobile Business;Eddy: ein KI-Reiseassistent per Chat und Sprachnachricht;1616361241-2163;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
Mobile Business;Bekanntgabe der nominierten Lösungen des Forum Day 2020;1616361235-2133;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;Die Jurierung der eingereichten Lösungen für den Forum Day 2020 ist abgeschlossen;1616361235-2134;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;Super Humans als Makrotrend 2030 – und was heisst das für Mitarbeitende?;1616361239-2159;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Mobile Business;Forum Day: Rückblick auf den «Smart IoT & Mobile Business Award»;1616361241-2165;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
Mobile Business;Save the Date! Am 14. Mai 2020 findet der nächste Smart IoT & Mobile Business Forum Day statt.;1616361241-2162;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
Mobile Business;Welche Trends werden in drei Jahren das digitale Lernen und die Weiterbildung bestimmen?;1616361235-2135;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;Ein Rückblick auf den Forum Day 2020: Smart IoT & Mobile Business;1616361235-2130;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;Thunkable: App-Entwicklung für jedermann;1616361239-2148;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Mobile Business;Progressive Web Apps: Das Web wird nativer;1616361239-2153;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Mobile Business;Noch bis zum 3. März Ihre Lösung einreichen und den Smart IoT oder Mobile Business Award 2020 gewinnen;1616361235-2137;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;High-Resolution Prototyp für das Gesundheitswesen;1616361235-2131;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;;
Mobile Business;Augmented Worker – Reparatur einer Wärmepumpe mit der Hololens;1616361237-2142;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;4;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/4/
Mobile Business;Mit dem Selfie zur mobilen Bewerbung?;1616361241-2164;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
Mobile Business;Entdecke das Potenzial des Internet of Things;1616361241-2170;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
Mobile Business;Unsere Mobile Business Studie 2017 – Mit agiler Innovation zu Next Generation Mobile Business;1616361237-2138;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;4;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/4/
Mobile Business;10% happier: Meditation für Skeptiker;1616361239-2149;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Mobile Business;Blockchain – mehr als nur Bitcoins?;1616361237-2143;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;4;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/4/
Mobile Business;Mobile Learning mit Blinkist: Lesen im Schnelldurchlauf;1616361239-2150;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;3;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/3/
Mobile Business;Aufruf zu Einreichungen bis 3.3.2020 für die Smart IoT und Mobile Business Best Practice Awards;1616361241-2160;https://aback-blog.iwi.unisg.ch/;https://aback-blog.iwi.unisg.ch/category/mobile-business/;2;https://aback-blog.iwi.unisg.ch/category/mobile-business/page/2/
